timestamp	pid	state	cpu_percent	rss_kb	rss_mb	threads	elapsed	command
2026-07-19T09:02:51+00:00	6591	R	0.0	8244	8.05	1	00:00	agent-leak-app-
2026-07-19T09:02:52+00:00	6591	SN	3.9	16684	16.29	1	00:01	agent-leak-app-
2026-07-19T09:02:53+00:00	6591	SN	1.9	16684	16.29	1	00:02	agent-leak-app-
2026-07-19T09:02:54+00:00	6591	SN	1.3	16684	16.29	1	00:03	agent-leak-app-
2026-07-19T09:02:55+00:00	6591	SN	0.9	16684	16.29	1	00:04	agent-leak-app-
2026-07-19T09:02:56+00:00	6591	SN	0.7	16684	16.29	1	00:05	agent-leak-app-
2026-07-19T09:02:57+00:00	6591	SN	0.6	16684	16.29	1	00:06	agent-leak-app-
2026-07-19T09:02:58+00:00	6591	SNl	0.5	16804	16.41	3	00:07	agent-leak-app-
2026-07-19T09:02:59+00:00	6591	SNl	0.4	16804	16.41	3	00:08	agent-leak-app-
2026-07-19T09:03:00+00:00	6591	SNl	0.5	16804	16.41	3	00:09	agent-leak-app-
2026-07-19T09:03:01+00:00	6591	SNl	0.4	16804	16.41	3	00:10	agent-leak-app-
2026-07-19T09:03:02+00:00	6591	SNl	0.4	16804	16.41	3	00:11	agent-leak-app-
2026-07-19T09:03:03+00:00	6591	SNl	0.4	16804	16.41	3	00:12	agent-leak-app-
2026-07-19T09:03:04+00:00	6591	SNl	0.3	16804	16.41	3	00:13	agent-leak-app-
2026-07-19T09:03:05+00:00	6591	SNl	0.3	16804	16.41	3	00:14	agent-leak-app-
2026-07-19T09:03:06+00:00	6591	SNl	0.3	16804	16.41	3	00:15	agent-leak-app-
2026-07-19T09:03:07+00:00	6591	SNl	0.3	16804	16.41	3	00:16	agent-leak-app-
2026-07-19T09:03:08+00:00	6591	SNl	0.2	16804	16.41	3	00:17	agent-leak-app-
2026-07-19T09:03:09+00:00	6591	SNl	0.2	16804	16.41	3	00:18	agent-leak-app-
2026-07-19T09:03:10+00:00	6591	SNl	0.2	16804	16.41	3	00:19	agent-leak-app-
2026-07-19T09:03:11+00:00	6591	SNl	0.2	16804	16.41	3	00:20	agent-leak-app-
2026-07-19T09:03:12+00:00	6591	SNl	0.2	16804	16.41	3	00:21	agent-leak-app-
2026-07-19T09:03:13+00:00	6591	SNl	0.2	16804	16.41	3	00:22	agent-leak-app-
2026-07-19T09:03:14+00:00	6591	SNl	0.2	16804	16.41	3	00:23	agent-leak-app-
2026-07-19T09:03:15+00:00	6591	SNl	0.2	16804	16.41	3	00:24	agent-leak-app-
2026-07-19T09:03:16+00:00	6591	SNl	0.1	16804	16.41	3	00:25	agent-leak-app-
2026-07-19T09:03:17+00:00	6591	SNl	0.1	16804	16.41	3	00:26	agent-leak-app-
2026-07-19T09:03:18+00:00	6591	SNl	0.1	16832	16.44	3	00:27	agent-leak-app-
2026-07-19T09:03:19+00:00	6591	SNl	0.1	16832	16.44	3	00:28	agent-leak-app-
2026-07-19T09:03:20+00:00	6591	SNl	0.1	16832	16.44	3	00:29	agent-leak-app-
2026-07-19T09:03:21+00:00	6591	SNl	0.1	16832	16.44	3	00:30	agent-leak-app-
2026-07-19T09:03:22+00:00	6591	SNl	0.1	16832	16.44	3	00:31	agent-leak-app-
2026-07-19T09:03:23+00:00	6591	SNl	0.1	16832	16.44	3	00:32	agent-leak-app-
2026-07-19T09:03:24+00:00	6591	SNl	0.1	16832	16.44	3	00:33	agent-leak-app-
2026-07-19T09:03:25+00:00	6591	SNl	0.1	16832	16.44	3	00:34	agent-leak-app-
2026-07-19T09:03:26+00:00	6591	SNl	0.1	16832	16.44	3	00:35	agent-leak-app-
2026-07-19T09:03:27+00:00	6591	SNl	0.1	16832	16.44	3	00:36	agent-leak-app-
2026-07-19T09:03:28+00:00	6591	SNl	0.1	16832	16.44	3	00:37	agent-leak-app-
2026-07-19T09:03:29+00:00	6591	SNl	0.1	16832	16.44	3	00:38	agent-leak-app-
2026-07-19T09:03:30+00:00	6591	SNl	0.1	16832	16.44	3	00:39	agent-leak-app-
2026-07-19T09:03:31+00:00	6591	SNl	0.1	16832	16.44	3	00:40	agent-leak-app-
2026-07-19T09:03:32+00:00	6591	SNl	0.1	16832	16.44	3	00:41	agent-leak-app-
2026-07-19T09:03:33+00:00	6591	SNl	0.1	16832	16.44	3	00:42	agent-leak-app-
2026-07-19T09:03:34+00:00	6591	SNl	0.1	16832	16.44	3	00:43	agent-leak-app-
2026-07-19T09:03:35+00:00	6591	SNl	0.1	16832	16.44	3	00:44	agent-leak-app-
2026-07-19T09:03:36+00:00	6591	SNl	0.1	16832	16.44	3	00:45	agent-leak-app-
2026-07-19T09:03:37+00:00	6591	SNl	0.1	16832	16.44	3	00:46	agent-leak-app-
2026-07-19T09:03:38+00:00	6591	SNl	0.1	16832	16.44	3	00:47	agent-leak-app-
2026-07-19T09:03:39+00:00	6591	SNl	0.1	16832	16.44	3	00:48	agent-leak-app-
2026-07-19T09:03:40+00:00	6591	SNl	0.1	16832	16.44	3	00:49	agent-leak-app-
2026-07-19T09:03:41+00:00	6591	SNl	0.0	16832	16.44	3	00:50	agent-leak-app-
